koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,label
FALSE POSITIVE,0.566801325,4.176,92.1,1.07,2383.0,7585.82,26.4,6273.0,4.454,1.021,0
FALSE POSITIVE,14.854415674,5.13753,77410.4,29.77,798.0,95.83,2822.1,6214.0,4.444,1.022,0
FALSE POSITIVE,38.47674409,5.10744,173168.0,33.8,463.0,10.85,3487.8,5294.0,4.507,0.79,0
FALSE POSITIVE,10.643110689,88.1118,316.3,31.72,1038.0,274.67,153.7,5930.0,4.084,1.473,0
FALSE POSITIVE,1.587485742,7.7489,246568.0,41.52,1460.0,1070.86,996.8,5863.0,4.566,0.821,0
FALSE POSITIVE,1.79621807,10.16,47.0,1.54,2480.0,8937.14,42.0,7117.0,3.988,2.09,0
FALSE POSITIVE,20.2594232,19.27,82.6,1.23,837.0,116.05,23.7,6602.0,4.301,1.269,0
FALSE POSITIVE,1.489442254,5.51392,417901.0,115.45,2328.0,6938.66,2309.2,6962.0,4.148,1.62,0
FALSE POSITIVE,1.12679793,12.079,227.2,21.07,1590.0,1514.63,21.1,5662.0,4.56,0.84,0
FALSE POSITIVE,0.998217563,3.90851,87567.2,88.64,2795.0,14421.97,3979.1,6980.0,4.06,1.755,0
FALSE POSITIVE,0.58640848,2.616,61.3,0.48,1444.0,1029.91,23.6,4556.0,4.676,0.615,0
FALSE POSITIVE,33.46947449,11.8874,164608.0,127.38,972.0,211.38,1255.2,5934.0,3.581,3.075,0
FALSE POSITIVE,1.827558898,4.72808,314683.0,118.28,2178.0,5331.71,920.8,5977.0,3.854,2.077,0
FALSE POSITIVE,62.519211,2.523,277.6,1.9,520.0,17.29,6.7,6343.0,4.411,1.137,0
FALSE POSITIVE,349.85525,5.42,842.0,2.63,251.0,0.94,7.9,5941.0,4.533,0.885,0
FALSE POSITIVE,2.488812012,5.94523,131002.0,83.26,1852.0,2776.19,3290.5,6499.0,4.084,1.497,0
FALSE POSITIVE,0.51811818,0.3969,99.0,1.09,2360.0,7376.27,7.8,6240.0,4.502,0.929,0
FALSE POSITIVE,542.52829,11.06,75.2,1.07,266.0,1.19,11.2,6099.0,4.204,1.212,0
FALSE POSITIVE,11.567974732,5.96595,416030.0,45.65,628.0,36.66,2341.5,5290.0,4.669,0.648,0
FALSE POSITIVE,21.294733865,7.60143,123177.0,71.55,771.0,83.71,2674.6,6039.0,4.242,1.278,0
FALSE POSITIVE,0.855763492,3.64361,131660.0,72.82,2464.0,8674.28,598.4,6679.0,4.286,1.326,0
FALSE POSITIVE,2.045166206,6.84312,263637.0,131.41,2422.0,8125.86,1488.6,7128.0,3.95,2.135,0
FALSE POSITIVE,2.41349123,11.29,57.0,2.11,2348.0,7197.15,38.1,6628.0,3.783,2.595,0
FALSE POSITIVE,0.447820618,0.4199,58.3,1.42,3141.0,23149.06,28.4,5927.0,3.988,1.607,0
FALSE POSITIVE,1.23133063,3.7,78.9,0.54,1072.0,311.53,17.6,4237.0,4.63,0.631,0
FALSE POSITIVE,0.61566096,2.669,13.9,0.84,3459.0,33790.36,8.5,6619.0,3.89,2.23,0
FALSE POSITIVE,1.23140522,3.338,51.3,0.81,1756.0,2252.47,10.8,5600.0,4.32,1.118,0
FALSE POSITIVE,31.9714488,8.52,42.9,0.87,674.0,48.92,9.2,5846.0,4.169,1.323,0
FALSE POSITIVE,9.762550001,4.87531,41579.9,68.93,1375.0,843.46,827.0,7199.0,4.055,1.95,0
FALSE POSITIVE,2.521265,2.69,36.5,1.16,2049.0,4175.66,5.9,6306.0,3.828,1.874,0
FALSE POSITIVE,5.674353343,4.17722,36484.5,51.63,1053.0,290.75,1098.3,5594.0,4.303,1.071,0
FALSE POSITIVE,0.734426335,2.7415,99056.0,51.42,2106.0,4660.36,429.7,6108.0,4.471,0.997,0
FALSE POSITIVE,0.734426409,1.569,94.1,0.98,2223.0,5800.4,10.4,6406.0,4.458,1.005,0
FALSE POSITIVE,13.782522208,8.27762,248937.0,41.84,605.0,31.69,1524.1,5246.0,4.604,0.668,0
FALSE POSITIVE,1.89121656,5.14,66.8,0.73,1434.0,997.34,10.7,5741.0,4.438,0.884,0
FALSE POSITIVE,3.693702974,3.37146,25208.0,62.55,1453.0,1054.1,568.7,6309.0,4.265,1.396,0
FALSE POSITIVE,10.265613245,5.67553,150465.0,61.45,1000.0,236.6,5640.0,5865.0,4.169,1.423,0
FALSE POSITIVE,2.163569702,7.60963,54518.0,85.64,1996.0,3760.06,1513.2,6425.0,4.04,1.718,0
FALSE POSITIVE,0.730956716,2.097,27.8,0.57,2192.0,5431.8,11.2,6028.0,4.371,1.078,0
FALSE POSITIVE,7.04715073,1.434,282.5,1.54,932.0,178.49,9.8,5941.0,4.519,0.911,0
FALSE POSITIVE,7.047106212,3.16223,69626.0,119.64,1846.0,2744.25,548.5,8162.0,3.973,2.321,0
FALSE POSITIVE,0.961292561,4.64294,325530.0,92.55,2344.0,7160.97,1703.0,6300.0,4.188,1.404,0
FALSE POSITIVE,63.68192888,12.6047,341717.0,71.45,486.0,13.15,963.5,5979.0,4.386,1.054,0
FALSE POSITIVE,9.455586047,8.42272,115171.0,178.47,1972.0,3576.17,1876.9,7221.0,3.488,4.24,0
FALSE POSITIVE,1.246585716,4.62051,406770.0,81.28,1992.0,3709.26,2165.3,6440.0,4.369,1.183,0
FALSE POSITIVE,0.898932836,2.437,61.1,1.51,2489.0,9056.7,22.3,5712.0,3.959,1.872,0
FALSE POSITIVE,3.45423296,2.965,149.8,0.95,743.0,71.74,10.2,4186.0,4.662,0.635,0
FALSE POSITIVE,7.304451735,4.09326,143628.0,59.02,931.0,177.19,2096.8,6024.0,4.523,0.9,0
FALSE POSITIVE,1.181046137,2.6923,52609.0,37.78,1389.0,878.27,324.4,5229.0,4.58,0.692,0
FALSE POSITIVE,2.025580416,4.48448,44998.1,43.23,2102.0,4618.62,987.8,6348.0,3.996,1.99,0
FALSE POSITIVE,58.64379,24.44,182.1,1.05,437.0,8.59,12.0,5833.0,4.537,0.775,0
FALSE POSITIVE,20.28281916,36.048,2797.5,22.46,1141.0,401.55,306.7,5043.0,3.284,3.956,0
FALSE POSITIVE,4.931365987,14.7088,255953.0,139.59,1755.0,2239.55,772.7,6562.0,3.835,2.263,0
FALSE POSITIVE,4.331392455,3.7278,200403.0,38.82,1051.0,288.51,1234.3,5655.0,4.472,0.854,0
FALSE POSITIVE,345.1846728,6.5468,29988.7,44.91,257.0,1.03,687.5,5712.0,4.424,0.971,0
FALSE POSITIVE,9.58405667,6.82752,119630.0,99.66,1212.0,510.85,2595.9,5605.0,3.813,2.275,0
FALSE POSITIVE,5.2436612,11.39,88.3,1.1,1249.0,574.76,14.5,6598.0,4.387,1.145,0
FALSE POSITIVE,3.7789374,10.767,56.0,0.48,860.0,129.06,15.1,5017.0,4.653,0.605,0
FALSE POSITIVE,1.88984957,19.45,249668.0,73.04,1221.0,526.5,401.5,5328.0,4.571,0.716,0
FALSE POSITIVE,2.49904083,2.651,128.2,1.04,1258.0,592.18,8.1,5525.0,4.458,0.93,0
FALSE POSITIVE,1.99567242,3.58,18.0,0.75,2137.0,4939.44,14.2,6773.0,4.063,1.69,0
FALSE POSITIVE,0.89879279,1.031,26.6,0.57,2116.0,4765.1,5.7,6224.0,4.373,1.096,0
FALSE POSITIVE,16.434352831,5.15682,45699.5,25.25,789.0,91.8,2171.4,5963.0,4.322,1.134,0
FALSE POSITIVE,0.566793818,4.929,100.3,1.17,2027.0,3972.65,18.3,5707.0,4.538,0.828,0
FALSE POSITIVE,0.566797474,2.708,98.8,1.04,2270.0,6276.39,12.3,6046.0,4.478,1.007,0
FALSE POSITIVE,1.585673651,3.20763,44116.4,50.53,1648.0,1740.78,717.5,6117.0,4.457,1.025,0
FALSE POSITIVE,14.797219157,7.61037,252699.0,47.71,787.0,90.8,7795.3,6343.0,4.495,0.931,0
FALSE POSITIVE,6.49066214,3.47128,195090.0,33.46,621.0,35.28,1680.0,4448.0,4.684,0.563,0
FALSE POSITIVE,7.11879848,4.11282,107665.0,41.17,819.0,106.52,1483.2,5578.0,4.601,0.754,0
FALSE POSITIVE,6.99510404,1.7556,71.8,216.92,7492.0,744614.96,6.3,3681.0,0.25,229.908,0
FALSE POSITIVE,2.897829967,3.17788,163091.0,54.35,1454.0,1054.79,1305.8,6318.0,4.366,1.077,0
FALSE POSITIVE,0.706428634,1.75182,372128.0,47.64,1416.0,951.77,1066.7,4429.0,4.569,0.736,0
FALSE POSITIVE,10.8632531,37.68,188.2,19.93,802.0,98.04,25.4,5896.0,4.516,0.914,0
FALSE POSITIVE,1.46842648,6.6666,150998.0,40.3,1559.0,1402.93,622.8,5539.0,4.381,0.959,0
FALSE POSITIVE,4.305917719,5.61993,361389.0,71.49,1266.0,607.76,6104.8,6502.0,4.44,1.037,0
FALSE POSITIVE,2.535389624,2.902,418.1,16.24,1113.0,362.73,27.3,5488.0,4.629,0.706,0
FALSE POSITIVE,1.627538928,5.583,39.0,1.42,2520.0,9504.13,29.9,6854.0,3.934,2.088,0
FALSE POSITIVE,1.506503686,5.02151,477104.0,178.15,3250.0,26341.29,3289.1,8751.0,4.026,2.352,0
FALSE POSITIVE,1.679585725,7.34648,101786.0,28.99,970.0,209.45,1884.3,4462.0,4.7,0.554,0
FALSE POSITIVE,5.40346248,7.6494,261346.0,108.46,1559.0,1398.38,2851.3,6350.0,3.921,1.984,0
FALSE POSITIVE,0.824851807,1.93637,30099.2,78.0,2539.0,9801.46,642.2,5658.0,3.903,1.654,0
FALSE POSITIVE,0.82484293,1.383,618.6,97.92,8138.0,1040816.86,10.0,4148.0,1.458,41.424,0
FALSE POSITIVE,4.4473549,18.99,203.6,1.52,954.0,195.56,25.9,5531.0,4.597,0.764,0
FALSE POSITIVE,7.51509713,2.62,187.1,1.23,685.0,51.99,10.1,4867.0,4.63,0.696,0
FALSE POSITIVE,7.51514595,3.54486,117463.0,35.8,842.0,118.99,1676.8,5624.0,4.516,0.777,0
FALSE POSITIVE,19.230038188,7.04412,266180.0,186.53,1361.0,810.65,7232.1,7703.0,3.844,2.916,0
FALSE POSITIVE,21.120005744,2.05573,13054.3,31.2,880.0,141.75,443.9,6195.0,4.069,1.598,0
FALSE POSITIVE,0.82206761,3.8281,26189.8,91.21,2941.0,17747.85,486.3,6531.0,3.962,1.921,0
FALSE POSITIVE,45.035589512,9.8341,404836.0,82.4,600.0,30.66,1763.5,6484.0,4.386,1.153,0
FALSE POSITIVE,3.10197712,7.083,124.6,2.64,2246.0,6009.05,63.3,8709.0,4.232,1.797,0
FALSE POSITIVE,2.618414643,4.99923,200864.0,109.33,2582.0,10502.8,3260.0,8143.0,3.96,2.361,0
FALSE POSITIVE,2.61844178,3.203,45.1,2.16,2033.0,4044.74,12.7,5088.0,3.502,3.293,0
FALSE POSITIVE,19.407958161,6.09676,142059.0,44.96,633.0,37.92,2506.6,5702.0,4.485,0.799,0
FALSE POSITIVE,0.933747375,5.974,198.9,8.93,2003.0,3820.18,35.9,6224.0,4.454,1.024,0
FALSE POSITIVE,37.910213899,3.11152,103474.0,29.45,358.0,3.89,1065.9,4623.0,4.686,0.56,0
FALSE POSITIVE,3.74785307,3.444,145.9,9.04,2440.0,8389.62,17.0,4929.0,3.001,7.7,0
FALSE POSITIVE,3.747835042,5.28519,188923.0,141.7,2697.0,12482.82,6016.2,8529.0,3.769,3.065,0
FALSE POSITIVE,0.94754848,1.7347,11348.0,224.79,622.0,35.37,44.7,3246.0,5.087,0.2,0
FALSE POSITIVE,1.75643185,2.397,51.6,0.58,1366.0,821.36,9.6,5696.0,4.57,0.812,0
FALSE POSITIVE,1.756466865,4.7781,188219.0,87.4,1831.0,2652.65,541.9,5726.0,4.077,1.465,0
FALSE POSITIVE,33.159475806,9.01353,222167.0,146.47,1068.0,307.53,3733.6,7967.0,4.001,2.379,0
FALSE POSITIVE,46.14869106,19.092,349630.0,114.2,647.0,41.46,1021.3,5383.0,3.908,1.935,0
FALSE POSITIVE,60.2976774,14.2561,315892.0,63.57,481.0,12.63,1215.8,5995.0,4.434,0.977,0
FALSE POSITIVE,1.703347524,3.3039,504406.0,47.62,1202.0,495.27,1288.0,5325.0,4.657,0.648,0
FALSE POSITIVE,1.70332915,1.663,98.5,0.86,1420.0,965.03,8.9,5749.0,4.547,0.864,0
FALSE POSITIVE,20.413812,5.806,496.4,16.5,586.0,27.84,11.6,5514.0,4.569,0.826,0
FALSE POSITIVE,67.41958542,7.645,182171.0,49.46,470.0,11.48,836.0,6071.0,4.425,0.962,0
FALSE POSITIVE,7.363572395,5.7545,129696.0,82.22,1287.0,649.25,224.9,6793.0,4.208,1.508,0
FALSE POSITIVE,33.693201537,7.44219,508772.0,68.86,518.0,17.07,1618.4,5427.0,4.448,0.899,0
FALSE POSITIVE,1.120997701,11.243,145.6,66.58,3992.0,60096.61,58.1,6720.0,3.373,4.845,0
FALSE POSITIVE,1.874967748,10.0159,31525.9,378.99,4440.0,91765.97,1566.6,4588.0,2.232,18.328,0
FALSE POSITIVE,2.40440112,5.49,27.1,0.42,1172.0,447.52,16.7,5433.0,4.55,0.769,0
FALSE POSITIVE,21.926779,10.05,198.6,1.26,618.0,34.52,10.5,5853.0,4.544,0.868,0
FALSE POSITIVE,25.706001174,10.969,464960.0,67.11,579.0,26.55,2008.1,5642.0,4.498,0.903,0
FALSE POSITIVE,501.90703,12.43,306.9,1.83,254.0,0.99,10.3,6316.0,4.413,1.036,0
FALSE POSITIVE,3.115304946,4.88748,149524.0,61.66,1404.0,918.39,1398.8,6367.0,4.419,1.087,0
FALSE POSITIVE,12.422524,13.55,33.9,0.86,1107.0,354.37,6.7,7225.0,4.281,1.414,0
FALSE POSITIVE,12.4269264,21.826,126.6,1.66,906.0,159.5,28.3,5349.0,4.044,1.505,0
FALSE POSITIVE,12.4261809,29.09,92.2,1.88,976.0,214.85,39.0,5948.0,4.106,1.432,0
FALSE POSITIVE,0.61810542,6.666,12264.0,39.52,1994.0,3735.52,118.7,5371.0,4.403,0.949,0
FALSE POSITIVE,1.06995136,1.322,54.8,0.9,1991.0,3730.45,10.8,5869.0,4.274,1.221,0
FALSE POSITIVE,2.158398259,8.1633,93038.0,101.02,1829.0,2649.52,217.0,5210.0,3.778,1.946,0
FALSE POSITIVE,359.534371,24.205,5732.0,64333.8,491.0,13.7,96.0,5087.0,3.183,5.899,0
FALSE POSITIVE,534.86668,8.19,565.0,4.3,328.0,2.74,8.3,6668.0,4.074,1.791,0
FALSE POSITIVE,1.39797542,9.06,43.2,0.49,1316.0,709.8,15.5,5074.0,4.536,0.761,0
FALSE POSITIVE,2.2127498,3.054,22.7,0.68,1801.0,2494.14,9.3,6195.0,4.106,1.405,0
FALSE POSITIVE,0.776976021,1.95401,21245.0,48.15,2083.0,4459.03,1582.9,5999.0,4.423,1.042,0
FALSE POSITIVE,2.25353739,5.74622,182828.0,96.65,2056.0,4215.56,904.8,6951.0,4.119,1.662,0
FALSE POSITIVE,17.99646148,4.65638,62755.2,114.45,1004.0,240.38,1951.8,5684.0,3.788,2.249,0
FALSE POSITIVE,1.386249249,2.99104,47187.6,78.6,2137.0,4939.8,560.0,6226.0,4.135,1.594,0
FALSE POSITIVE,0.53482911,0.996,704.0,0.54,753.0,75.82,9.8,3229.0,5.08,0.201,0
FALSE POSITIVE,0.566799833,5.543,198.0,1.27,1900.0,3084.6,54.0,5488.0,4.584,0.789,0
FALSE POSITIVE,0.566795728,2.79,18.9,0.64,2755.0,13656.59,12.4,6130.0,4.151,1.393,0
FALSE POSITIVE,14.665759784,3.65814,336981.0,67.17,712.0,60.89,1143.6,5385.0,4.369,1.002,0
FALSE POSITIVE,0.566780836,4.937,60.9,0.75,2204.0,5608.62,18.7,5949.0,4.493,0.962,0
FALSE POSITIVE,15.44605962,4.5963,330907.0,52.93,701.0,57.04,2025.2,5838.0,4.529,0.897,0
FALSE POSITIVE,1.790518325,3.34624,61541.9,32.19,1850.0,2761.65,2493.3,6586.0,4.319,1.219,0
FALSE POSITIVE,1.03905082,3.035,43.8,0.87,2297.0,6581.45,9.9,6558.0,4.239,1.28,0
FALSE POSITIVE,0.503201954,0.167,43.0,2.99,3550.0,37526.28,8.0,6157.0,3.827,2.306,0
FALSE POSITIVE,7.140373046,7.07032,205256.0,61.56,1132.0,388.56,3250.0,5945.0,4.168,1.333,0
FALSE POSITIVE,53.647084859,19.9499,219095.0,142.04,753.0,75.91,3272.4,5261.0,3.506,2.943,0
FALSE POSITIVE,2.496328637,2.73115,20527.0,112.28,2317.0,6804.42,1412.4,6757.0,3.842,2.615,0
FALSE POSITIVE,16.31328124,4.45731,71589.0,30.85,747.0,73.51,982.3,6008.0,4.44,1.006,0
FALSE POSITIVE,1.721313779,3.54768,534625.0,83.69,1627.0,1658.35,742.8,5960.0,4.371,1.073,0
FALSE POSITIVE,1.50650745,2.622,27.8,1.13,2498.0,9242.43,14.4,6839.0,4.003,2.02,0
FALSE POSITIVE,8.209514329,4.14104,141387.0,149.52,1371.0,834.79,6579.3,6258.0,3.882,2.111,0
FALSE POSITIVE,3.431126546,2.7986,40248.0,47.48,1251.0,580.05,308.5,5815.0,4.349,0.969,0
FALSE POSITIVE,1.583334941,4.4854,177074.0,52.0,1548.0,1362.14,368.8,5846.0,4.472,0.953,0
FALSE POSITIVE,8.429438192,3.94306,456346.0,49.49,582.0,27.16,3072.5,4268.0,4.602,0.68,0
FALSE POSITIVE,7.9320191,8.18,125.1,1.04,811.0,102.05,8.8,5219.0,4.441,0.905,0
FALSE POSITIVE,1.374249107,5.3181,136655.0,96.85,2725.0,13078.76,520.3,7053.0,3.958,2.121,0
FALSE POSITIVE,8.4804737,6.157,337.0,1.85,930.0,176.51,14.5,6092.0,4.471,0.998,0
FALSE POSITIVE,4.994773558,4.48893,259761.0,62.69,1264.0,604.21,5742.0,6253.0,4.271,1.181,0
FALSE POSITIVE,1.105094098,4.38191,730498.0,267.59,3771.0,47811.67,3732.8,8011.0,3.773,2.927,0
FALSE POSITIVE,0.8170226,2.974,167696.0,57.56,1947.0,3416.07,240.1,5780.0,4.438,1.0,0
FALSE POSITIVE,19.40669392,5.27765,464521.0,57.97,597.0,30.05,1496.8,5622.0,4.588,0.778,0
FALSE POSITIVE,7.143708297,5.83451,202685.0,44.78,943.0,187.0,2368.6,5655.0,4.386,0.992,0
FALSE POSITIVE,0.952377862,4.0869,2122.3,28.44,1713.0,2023.36,390.8,5662.0,4.524,0.863,0
FALSE POSITIVE,3.521050679,3.5323,4879.8,256.2,2434.0,8306.9,337.2,5149.0,3.109,6.619,0
FALSE POSITIVE,1.941635737,2.46683,69814.1,59.71,1728.0,2109.03,1243.7,6525.0,4.381,1.161,0
FALSE POSITIVE,0.539445498,2.2821,25302.2,68.65,2959.0,18153.51,511.4,6486.0,4.174,1.456,0
FALSE POSITIVE,20.7106853,42.737,1003.0,89.55,1246.0,570.64,154.4,6956.0,3.738,2.888,0
FALSE POSITIVE,2.521245368,4.24027,418375.0,56.59,1241.0,560.57,1495.4,5605.0,4.486,0.854,0
FALSE POSITIVE,2.52122764,2.249,127.3,0.91,1177.0,453.48,8.9,5546.0,4.575,0.81,0
FALSE POSITIVE,2.5212708,2.706,163.3,0.81,1003.0,238.81,7.8,5110.0,4.674,0.637,0
FALSE POSITIVE,8.202869679,7.29811,345937.0,110.46,1190.0,474.09,6499.9,6060.0,4.059,1.643,0
FALSE POSITIVE,3.442714533,3.36034,60039.0,47.02,1157.0,423.13,964.8,5819.0,4.501,0.861,0
FALSE POSITIVE,475.91706,22.86,967.3,28.22,221.0,0.56,15.3,5334.0,4.372,1.004,0
FALSE POSITIVE,0.858285844,1.799,43.4,0.9,2274.0,6321.2,10.8,5945.0,4.196,1.346,0
FALSE POSITIVE,6.238315363,2.501,82.9,0.7,746.0,73.27,5.3,4914.0,4.61,0.724,0
FALSE POSITIVE,2.115510941,7.2877,415163.0,191.42,2701.0,12609.03,1351.5,7563.0,3.883,2.638,0
FALSE POSITIVE,1.015044104,10.994,158.2,1.98,1979.0,3627.61,33.6,5910.0,4.318,1.124,0
FALSE POSITIVE,3.711013336,3.31024,24989.1,55.69,1436.0,1003.75,757.0,6338.0,4.256,1.247,0
FALSE POSITIVE,2.97606298,4.124,72.2,5.65,2615.0,11065.06,17.8,5321.0,3.158,6.669,0
FALSE POSITIVE,2.97586085,4.513,105.9,0.85,1135.0,392.05,9.1,5481.0,4.508,0.835,0
FALSE POSITIVE,14.658013949,3.03316,129645.0,121.59,855.0,126.35,3361.5,5146.0,3.986,1.626,0
FALSE POSITIVE,18.839487435,5.62797,182722.0,45.2,734.0,68.54,2003.1,6208.0,4.454,1.024,0
FALSE POSITIVE,0.555973803,1.271,75.3,1.9,3049.0,20544.64,23.3,5445.0,3.776,2.117,0
FALSE POSITIVE,4.426344495,5.84235,276139.0,78.3,1316.0,709.74,732.5,6228.0,4.277,1.226,0
FALSE POSITIVE,0.957823876,3.7232,104692.0,110.91,2649.0,11612.14,454.1,5908.0,3.865,2.033,0
FALSE POSITIVE,5.024768971,3.82433,53046.4,42.15,1159.0,425.9,696.5,6322.0,4.444,0.989,0
FALSE POSITIVE,30.960216668,15.4308,340408.0,62.08,527.0,18.3,4578.3,5291.0,4.423,0.926,0
FALSE POSITIVE,2.470283788,7.8391,193828.0,157.82,2657.0,11792.22,967.7,7823.0,3.885,2.675,0
FALSE POSITIVE,1.23516416,4.713,64.6,0.92,1866.0,2861.14,13.0,6249.0,4.428,1.076,0
FALSE POSITIVE,1.23513471,5.44,42.8,0.7,1743.0,2172.96,12.0,5930.0,4.436,0.997,0
FALSE POSITIVE,0.8903331,2.643,134.1,20.96,5714.0,251387.46,10.8,4981.0,2.437,18.374,0
FALSE POSITIVE,20.000242814,5.0042,13137.9,21.57,746.0,73.09,796.5,6373.0,4.438,1.047,0
FALSE POSITIVE,10.217121652,4.35647,205223.0,81.1,994.0,230.53,3617.5,5931.0,4.196,1.349,0
FALSE POSITIVE,0.618060842,1.892,25.1,0.51,1854.0,2791.09,9.6,5339.0,4.503,0.793,0
FALSE POSITIVE,0.759764419,5.72501,393266.0,138.54,2715.0,12833.03,1728.1,5807.0,3.93,1.909,0
FALSE POSITIVE,21.539269242,5.32432,143753.0,53.0,674.0,48.89,2642.2,6136.0,4.487,0.933,0
FALSE POSITIVE,5.270733213,2.7822,293637.0,37.93,693.0,54.59,553.0,4348.0,4.601,0.678,0
FALSE POSITIVE,12.4232158,17.67,261.5,1.3,685.0,51.91,23.6,5497.0,4.577,0.809,0
FALSE POSITIVE,4.3206933,50.68,147.9,1.66,1205.0,499.09,35.7,6225.0,4.45,1.031,0
FALSE POSITIVE,16.486796364,7.06797,48942.8,46.92,1053.0,290.46,3181.5,6020.0,3.86,2.097,0
FALSE POSITIVE,5.7768734,5.762,71.0,3.13,1399.0,905.0,10.1,5473.0,3.796,2.162,0
FALSE POSITIVE,20.148807707,8.52557,526949.0,68.52,631.0,37.55,3487.5,5547.0,4.447,0.918,0
FALSE POSITIVE,0.687772143,2.56725,40368.3,46.27,2097.0,4569.67,679.8,5885.0,4.413,0.933,0
FALSE POSITIVE,0.843651274,2.80468,305452.0,39.98,1553.0,1371.12,1509.3,5220.0,4.578,0.695,0
FALSE POSITIVE,1.142946648,3.40234,412554.0,43.5,1293.0,660.96,1054.4,5058.0,4.651,0.608,0
FALSE POSITIVE,7.217010987,4.4215,78713.8,89.71,1096.0,341.36,1307.0,6047.0,4.246,1.211,0
FALSE POSITIVE,9.72869627,5.628,252.2,42.47,1126.0,379.75,19.1,6881.0,4.301,1.351,0
FALSE POSITIVE,0.566791802,2.2,49.3,0.66,2040.0,4113.39,15.6,5691.0,4.544,0.887,0
FALSE POSITIVE,2.245738777,8.61629,483487.0,99.05,1737.0,2156.25,2121.8,6508.0,4.287,1.312,0
FALSE POSITIVE,2.24572117,3.88,48.2,0.74,1479.0,1131.64,13.6,6158.0,4.455,1.026,0
FALSE POSITIVE,0.566801906,1.626,89.7,0.55,1344.0,774.11,27.0,4208.0,4.662,0.583,0
FALSE POSITIVE,2.316171991,4.03025,251484.0,49.53,1288.0,651.03,2338.3,5932.0,4.58,0.795,0
FALSE POSITIVE,0.566810701,6.19,200.0,1.49,1921.0,3220.92,45.9,5593.0,4.584,0.752,0
FALSE POSITIVE,0.566813319,3.752,129.1,23.19,2313.0,6742.52,17.0,6108.0,4.466,1.03,0
FALSE POSITIVE,28.787257509,13.953,49618.4,91.26,971.0,210.02,1292.0,5154.0,3.461,3.981,0
FALSE POSITIVE,0.835315046,2.45449,16876.4,30.54,1490.0,1160.98,939.5,5009.0,4.584,0.69,0
FALSE POSITIVE,26.0164225,4.1768,41109.0,61.04,755.0,76.63,285.4,6287.0,4.231,1.28,0
FALSE POSITIVE,593.19521,25.65,227.3,1.63,234.0,0.71,7.1,6103.0,4.391,1.03,0
FALSE POSITIVE,0.706430188,1.301,50.8,0.41,1473.0,1116.9,11.0,5037.0,4.689,0.568,0
FALSE POSITIVE,0.78430061,2.952,254.7,1.14,1566.0,1416.91,20.5,5176.0,4.589,0.681,0
FALSE POSITIVE,2.665875491,7.59461,161389.0,67.43,1502.0,1199.89,2274.7,6234.0,4.351,1.159,0
FALSE POSITIVE,2.6658312,5.771,40.8,0.99,1663.0,1807.48,12.4,6276.0,4.17,1.353,0
FALSE POSITIVE,1.5765874,15.18,29.2,15.68,2946.0,17781.51,27.9,6742.0,3.688,3.138,0
FALSE POSITIVE,28.027891356,17.3269,243231.0,31.3,440.0,8.86,2829.0,5231.0,4.721,0.544,0
FALSE POSITIVE,2.028512246,5.00309,121562.0,50.28,1542.0,1333.24,1545.8,6105.0,4.412,1.025,0
FALSE POSITIVE,1.33256167,3.743,59.5,0.63,1326.0,727.84,13.0,4895.0,4.502,0.828,0
FALSE POSITIVE,1.332567821,3.4844,31.0,0.96,2395.0,7802.17,5.0,6600.0,4.047,1.681,0
FALSE POSITIVE,1.332545609,3.997,278.2,28.37,5080.0,157611.61,31.4,5154.0,2.435,16.486,0
FALSE POSITIVE,1.33256256,3.088,174.9,16.03,4529.0,99175.88,11.9,4601.0,2.321,12.581,0
FALSE POSITIVE,1.33258981,3.987,78.4,0.67,1369.0,832.33,16.1,5309.0,4.595,0.763,0
FALSE POSITIVE,1.33258375,4.081,60.9,0.84,1727.0,2096.92,16.4,6108.0,4.471,0.997,0
FALSE POSITIVE,8.9648813,61.23,454.5,28.97,1040.0,276.3,109.9,6543.0,4.382,1.159,0
FALSE POSITIVE,2.161583501,4.0537,50163.0,29.61,1646.0,1741.01,239.2,5888.0,4.167,1.219,0
CONFIRMED,8.7396758,3.866,1431.0,3.29,577.0,26.17,15.6,4406.0,4.643,0.628,1
FALSE POSITIVE,0.535493486,2.57,54.0,1.42,3181.0,24045.87,5.1,6328.0,4.035,1.864,0
FALSE POSITIVE,24.261683827,7.1617,192283.0,58.48,659.0,44.55,5083.9,6151.0,4.473,0.983,0
FALSE POSITIVE,32.532521502,13.3991,83468.4,24.35,535.0,19.39,1595.1,5845.0,4.558,0.838,0
FALSE POSITIVE,4.627775175,3.4079,5675.1,32.62,1039.0,275.68,197.5,5845.0,4.541,0.874,0
FALSE POSITIVE,28.7850347,2.102,102.9,2.5,993.0,229.66,6.2,6581.0,3.824,2.42,0
FALSE POSITIVE,6.096030635,18.4531,901661.0,406.97,1925.0,3246.2,4885.3,7598.0,3.867,2.692,0
FALSE POSITIVE,31.953038766,8.0461,17703.4,47.96,864.0,131.55,1364.9,5524.0,3.693,2.734,0
FALSE POSITIVE,5.9371708,4.954,157.1,1.17,945.0,188.41,10.1,5475.0,4.426,0.923,0
